reponse.csv,,
ID,Phrase,Audio
299,Qui ménage ses forces vivra longtemps.,0299.wav
300,La figue ne tombe jamais en plein dans la bouche.,0300.wav
301,"Tant qu'on n'espère pas, on ne s'impatiente pas.",0301.wav
302,Qui t'aime ne cherche jamais à te faire honte.,0302.wav
303,"Nul n'est parfait, il faut savoir supporter les autres.",0303.wav
304,Le sage s’instruit en observant les fautes des autres.,0304.wav
305,"Pour connaître l’issue d’une chose, voyez-en la racine.",0305.wav
306,La plus grande faute est de ne pas savoir se contenter.,0306.wav
307,"Le sage sait que plus il donne aux autres, plus il possède.",0307.wav
308,"Si tu comprends que tu as suffisamment, tu es vraiment riche.",0308.wav
309,La nourriture excessive et les actions superflues dégradent les êtres.,0309.wav
310,Cours après l’argent et la sécurité et ton cœur ne s’apaisera jamais.,0310.wav
311,"Les choses ne changent pas. Change ta façon de les voir, cela suffit.",0311.wav
312,Sois content de ce que tu as ; réjouis-toi de la réalité telle qu’elle est.,0312.wav
313,La meilleure façon de combattre le mal est un progrès résolu dans le bien.,0313.wav
314,"Le bonheur naît du malheur, le malheur est caché au sein du bonheur.",0314.wav
315,Ne trouvez pas trop étroite votre demeure. Ne vous dégoûtez pas de votre condition de vie.,0315.wav
316,Accomplis ta tâche puis fais un pas en arrière. C’est le seul chemin qui conduit à la sérénité.,0316.wav
317,"Qui va vers la Vertu, la Vertu l’accueille. Qui va vers la perte, la perte l’accueille.",0317.wav
318,"Si tu veux éliminer toute la souffrance du monde, alors élimine tout ce qui est obscur et négatif en toi. En vérité, le plus grand cadeau que tu puisses faire au monde, c’est celui de ta propre transformation.",0318.wav
319,"La renommée ou la personne, quel est le plus précieux bien ? La personne ou les biens matériels, lequel a le plus de valeur ? Du gain ou de la perte, quel est le poison ? Trop d’attachement conduit à l’épuisement.",0319.wav
320,Aimez le monde comme vous-même… Alors seulement vous pourrez vous occuper de tout le reste.,0320.wav
321,"Vivez selon ces principes : recherchez la simplicité, comprenez l’essentiel en toute chose, surmontez votre égoïsme et vos désirs sans fin.",0321.wav
322,"Avant de jouer comme un champion, il faut penser et agir comme un champion…",0322.wav
323,Il n'y a que dans le dictionnaire que le mot succès vient avant le mot travail.,0323.wav
324,Il n'est peut-être pas facile de trouver le bonheur en nous-mêmes mais il n'est pas possible de le trouver ailleurs.,0324.wav
325,"Qui aime l'arbre, aime aussi les branches.",0325.wav
326,Un sourire coûte moins cher que l'électricité mais donne autant de lumière.,0326.wav
327,Les conséquences de la colère sont beaucoup plus graves que ses causes.,0327.wav
328,La plupart des humains font du bonheur une condition mais le bonheur ne se rencontre que lorsqu'on ne pose pas de condition.,0328.wav
329,Un pessimiste voit la difficulté dans chaque opportunité. Un optimiste voit l'opportunité dans chaque difficulté.,0329.wav
330,On rencontre sa destinée souvent par des chemins qu'on prend pour l'éviter.,0330.wav
331,"Il n’y a ni récompense ni punition, le tout est le résultat d’une loi parfaite.",0331.wav
332,Qui ne prépare pas la réussite prépare l’échec.,0332.wav
333,L'environnement c'est tout ce qui n'est pas moi.,0333.wav
334,Il n'y a pas de passagers sur le vaisseau Terre. Nous sommes tous des membres de l'équipage.,0334.wav
335,Rien n'est plus honteux que de passer d'une liaison intime à une guerre déclarée.,0335.wav
336,Vivre est un art difficile où tout ce qui est passion doit être surveillé par la raison (pour ne pas succomber à l’égarement) mais où toute raison doit être animée par une passion (pour ne pas succomber à l’insensibilité).,0336.wav
337,N'oublie surtout pas où tu t'es cogné le pied pour te rappeler d'où tu tombes.,0337.wav
338,Tu te casses la tête pour quelqu'un la nuit et le lendemain la personne te demande de quoi tu souffres.,0338.wav
339,"La joie est en tout, la beauté aussi ; il faut savoir les extraire.",0339.wav
340,Le bonheur est dans le goût et non dans les choses ; et c’est en ayant ce qu’on aime qu’on est heureux et non en ayant ce qui plaît aux autres.,0340.wav
341,Les cornes ne poussent pas avant la tête.,0341.wav
342,Rien ne peut suffire à l’humain en-dehors de ce qu'il n'a pas.,0342.wav
343,Qui met trop de luxe dans ses habits portera bientôt des haillons.,0343.wav
344,"La grenouille se plaît dans l'eau, mais non pas dans l'eau chaude.",0344.wav
345,C'est la vraie marque d'un philosophe que le sentiment d'émerveillement.,0345.wav
346,"Les philosophes n'ont fait qu'interpréter le monde, nous avons maintenant à le transformer.",0346.wav
347,"Les peuples veulent l’égalité dans la liberté et, s’ils ne peuvent l’obtenir, ils la veulent encore dans l’esclavage.",0347.wav
348,"La vie oscille, tel un pendule, de l'ennui à la souffrance.",0348.wav
349,Décide de vouloir ce qui arrive et tu seras heureux.,0349.wav
350,L’être humain est né libre et partout il est dans les fers.,0350.wav
351,Chacun appelle barbarie ce qui n'est pas de son usage.,0351.wav
352,Le rire est le propre de l’être humain.,0352.wav
353,"L'absurde, c'est la raison lucide qui constate ses limites.",0353.wav
354,"Il n'y a qu'un problème philosophique vraiment sérieux : c'est le suicide. Juger que la vie vaut ou ne vaut pas la peine d'être vécue, c'est répondre à la question fondamentale de la philosophie.",0354.wav
355,Carpe diem.,0355.wav
356,"L’existence est une douleur constante, tantôt lamentable et tantôt terrible.",0356.wav
357,Qui cherche dans la liberté autre chose qu’elle-même est fait pour servir.,0357.wav
358,Nul ne possède d’autre droit que celui de toujours faire son devoir.,0358.wav
359,"Le bonheur, c’est de continuer à désirer ce qu’on possède.",0359.wav
360,"Il n’y a qu’une route vers le bonheur, c’est de renoncer aux choses qui ne dépendent pas de notre volonté.",0360.wav
361,"Les espèces qui survivent ne sont pas les espèces les plus fortes, ni les plus intelligentes, mais celles qui s'adaptent le mieux aux changements.",0361.wav
362,Une société qui survit en créant des besoins artificiels pour produire efficacement des biens de consommation inutiles ne paraît pas susceptible de répondre à long terme aux défis posés par la dégradation de notre environnement.,0362.wav
363,"Ce qui caractérise notre époque, c'est la perfection des moyens et la confusion des fins.",0363.wav
364,"Ne cherchez pas la faute, cherchez le remède.",0364.wav
365,"Le malheur n'est jamais pur, pas plus que le bonheur. Un mot permet d'organiser une autre manière de comprendre le mystère de ceux qui s'en sont sortis : la résilience, qui désigne la capacité à réussir, à vivre, à se développer en dépit de l'adversité.",0365.wav
366,Le vrai bonheur est dans le calme de l'esprit et du cœur.,0366.wav
367,La personne détachée écrit le testament du bonheur le jour même de sa naissance.,0367.wav
368,"Ce qui, pour nous, fait le bonheur ou le malheur de notre vie, constitue pour tout autre un fait presque imperceptible.",0368.wav
369,"Puisqu'on dit que le bonheur n'existe pas sur la terre, que l'aile de mes chimères puisse nous conduire ailleurs.",0369.wav
370,La musique est le refuge des âmes ulcérées par le bonheur.,0370.wav
371,"Il faut identifier le bonheur lorsqu'il est à ses pieds, avoir le courage et la détermination de se baisser pour le prendre dans ses bras… et le garder.",0371.wav
372,Qu'est-­ce que le bonheur sinon l'accord vrai entre une personne et l'existence qu'elle mène ?,0372.wav
373,"Le bonheur est un oiseau qui se pose sur la paume de la main, pour le garder il ne faut pas essayer de le saisir.",0373.wav
374,"Le bonheur existe. Il est dans l'amour, la santé, la paix, le confort matériel, les arts, la nature et encore à des milliers d'endroits.",0374.wav
375,Il y a des jours où le bonheur minuscule du café du matin ne vient pas à bout des nouvelles du jour.,0375.wav
376,"Si tu dois vivre parmi le tumulte, ne lui livre jamais ton corps. Garde ton âme calme et retirée. C'est un sanctuaire où tu trouveras, quand tu le voudras, le bonheur.",0376.wav
377,"Formule de mon bonheur : un oui, un non, une ligne droite, un but…",0377.wav
378,"Aucun bonheur n'est aussi parfait qu'on ne le pense, alors qu'un malheur peut être bien pire que ce que l'on imagine.",0378.wav
379,Savoir se contenter de ce que l'on a constitue le plus haut degré de bonheur.,0379.wav
380,"Vivre sans illusion, c'est le secret du bonheur.",0380.wav
381,La santé et le bonheur sont le seul chantage des dieux…,0381.wav
382,"Vous cherchez le bonheur, pauvres fous ? Passez votre chemin : le bonheur n'est nulle part.",0382.wav
383,"Nous sommes du bonheur de nous-mêmes artisans, et fabriquons nos jours ou fâcheux ou plaisants.",0383.wav
384,Il y a un rapport de cause à effet entre une digestion heureuse et ce que les humains nomment le bonheur.,0384.wav
385,Mets du bonheur dans ce que tu fais.,0385.wav
386,Le bonheur est toujours compté.,0386.wav
387,"Les heures que nous passons dans l'espérance du bonheur, sont plus agréables que celles qui sont couronnées par la jouissance.",0387.wav
388,"Il faut croire en la vie et la vivre pleinement sans trop s'arrêter aux accidents en cours de route. Un malheur présage un bonheur, la plupart du temps c'est vrai.",0388.wav
389,La jouissance du bonheur amoindrira toujours le bonheur.,0389.wav
390,"Nous goûtons le bonheur sans l'économiser, et notre art d'en jouir est l'art d'en abuser.",0390.wav
391,"La rupture entre le plein et le vide est brutale. On ne sait pas anticiper la souffrance. Le bonheur qui nous arrive, on le croit éternel. Puis un jour on s'aperçoit que l'un et l'autre se remplace : la souffrance, le bonheur. Il faut le prendre quand il passe, le vivre pleinement et surtout ne pas penser que cela ne dure qu'un instant.",0391.wav
392,"Le bonheur ne vient pas des personnes qui nous entourent ou de la chance qui nous favorise ; le bonheur c'est une disposition de notre cœur à bien faire, le bonheur c'est de rendre les autres bons ou meilleurs.",0392.wav
393,"Le bonheur est la plus grande des conquêtes, celle qu'on fait contre le destin qui nous est imposé.",0393.wav
394,"Désormais, je sais faire durer une seconde de bonheur. Il faut la vivre comme si c'était la dernière : le bonheur n'attend pas.",0394.wav
395,"Le bonheur s'attache aux plus fragiles aspects et naît, de préférence, des choses minimes et du vent.",0395.wav
396,Le temps humain ne tourne pas en cercle mais en ligne droite. C'est pourquoi l’être humain ne peut être heureux puisque le bonheur est désir de répétition.,0396.wav
397,Il y a une limite au bonheur qu'on peut tirer de son travail. On est même d'autant plus heureux qu'on passe moins de temps au travail.,0397.wav
398,Nous croyons avoir droit au bonheur ; c'est la raison pour laquelle nous ne cessons de guetter les symptômes du malheur.,0398.wav
399,"Le bonheur, c'est la somme de tous les malheurs qu'on n'a pas.",0399.wav
400,"Celui qui n'a pas conscience de sa misère, croit à l'illusion du bonheur.",0400.wav
401,Tu ne songes qu'à dévorer ton bonheur ; c'est pourquoi il t'échappe ; il ne tient pas à être dévoré par toi.,0401.wav
402,La personne patiente et courageuse fait elle-même son bonheur…,0402.wav
403,"Lorsque les dieux vous proposent l'autre monde comme bonheur, il y a toujours gros à parier que la situation terrestre des êtres humains n'a rien de brillant.",0403.wav
404,"Le vrai bonheur ne dépend d'aucun être, d'aucun objet extérieur. Il ne dépend que de nous…",0404.wav
405,Les deux grands secrets du bonheur : le plaisir et l'oubli.,0405.wav
406,"La vie n'oscille pas entre le bonheur et le malheur, mais entre le malheur et l'ennui.",0406.wav
407,"Tu jettes le bonheur avec la main, tu ramasses le malheur avec tes deux pieds.",0407.wav
408,"Le bonheur est une petite chose que l'on grignote, assis par terre, au soleil.",0408.wav
409,"Personne n'est propriétaire du bonheur, on a parfois la chance d'avoir un bail, et d'en être locataire. Il faut être très régulier sur le paiement de ses loyers, on se fait exproprier très vite.",0409.wav
410,"La personne qui réclame la liberté, c'est au bonheur qu'elle pense.",0410.wav
411,"Le bonheur ne dépend pas de l'endroit où l'on vit, mais de la personne avec laquelle on est.",0411.wav
412,"Le bien ne suffit pas à assurer le bonheur, mais le mal suffit à assurer le malheur.",0412.wav
413,"Paix et tranquillité, voilà le bonheur.",0413.wav
414,"La destination de l’humain sur terre n'est pas le bonheur, mais le perfectionnement.",0414.wav
415,Le malheur est le père du bonheur de demain.,0415.wav
416,"Le bonheur n'a presque qu'une seule utilité, rendre le malheur possible.",0416.wav
417,Le malheur ne s'admet point. Seul le bonheur semble dû.,0417.wav
418,Le bonheur est toujours ailleurs.,0418.wav
419,"Une vie de bonheur, n'est-ce pas la chose que tout le monde veut et que personne au monde ne refuse ? Mais où l'a-t-on connue pour la vouloir tant ? Où l'a-t-on vue pour en être si épris ?",0419.wav
420,"Afin d'apprécier le vrai bonheur, nous devons voyager vers des pays très lointains, hors de nous­-mêmes.",0420.wav
421,"Il est impossible d'avoir quelque chose pour rien. Le bonheur, il faut le payer.",0421.wav
